,emotion,statements,gender
datasources\EMO_DB\EMO_DB_DATA\wav\10b03La.wav,boredom,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b03Tb.wav,sadness,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b09Ad.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b09Lb.wav,boredom,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b09Wb.wav,anger,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b10Fc.wav,happiness,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b10Lc.wav,boredom,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\10b10Wa.wav,anger,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a01Aa.wav,anxiety/fear,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a01Ab.wav,anxiety/fear,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a01Ld.wav,boredom,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a01Nd.wav,neutral,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a01Wc.wav,anger,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a02Ec.wav,disgust,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a02Fb.wav,happiness,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a02Ld.wav,boredom,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a02Nc.wav,neutral,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a02Tc.wav,sadness,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a02Wc.wav,anger,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a04Ac.wav,anxiety/fear,I could tell him Tonight,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a04Fd.wav,happiness,I could tell him Tonight,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a04Nd.wav,neutral,I could tell him Tonight,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a04Wc.wav,anger,I could tell him Tonight,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a05Ad.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a05Fb.wav,happiness,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a05Fc.wav,happiness,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a05Lc.wav,boredom,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a05Na.wav,neutral,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a05Td.wav,sadness,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a05Wd.wav,anger,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a07Ac.wav,anxiety/fear,It will be ready in seven hours,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a07Ld.wav,boredom,It will be ready in seven hours,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a07Ta.wav,sadness,It will be ready in seven hours,male
datasources\EMO_DB\EMO_DB_DATA\wav\11a07Wc.wav,anger,It will be ready in seven hours,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Ab.wav,anxiety/fear,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Eb.wav,disgust,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Fc.wav,happiness,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Lb.wav,boredom,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Nc.wav,neutral,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Wd.wav,anger,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Ab.wav,anxiety/fear,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Fd.wav,happiness,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Na.wav,neutral,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Td.wav,sadness,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Wb.wav,anger,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Fc.wav,happiness,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Lc.wav,boredom,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Nb.wav,neutral,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Td.wav,sadness,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Wa.wav,anger,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Ad.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Fd.wav,happiness,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Ld.wav,boredom,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Na.wav,neutral,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Td.wav,sadness,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Wa.wav,anger,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Ad.wav,anxiety/fear,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Ae.wav,anxiety/fear,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Ld.wav,boredom,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Nc.wav,neutral,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Td.wav,sadness,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Wa.wav,anger,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Fb.wav,happiness,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Lb.wav,boredom,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Nb.wav,neutral,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Wc.wav,anger,The tablecloth is lying on the fridge,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Ac.wav,anxiety/fear,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Ec.wav,disgust,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Nb.wav,neutral,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Wa.wav,anger,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Wc.wav,anger,She wants to hand that in on Wednesday,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a04Wc.wav,anger,I could tell him Tonight,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Ab.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Lb.wav,boredom,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Nd.wav,neutral,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Ta.wav,sadness,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Wb.wav,anger,The black piece of paper is up there next to the piece of wood,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a07Ac.wav,anxiety/fear,It will be ready in seven hours,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a07La.wav,boredom,It will be ready in seven hours,male
datasources\EMO_DB\EMO_DB_DATA\wav\12a07Wa.wav,anger,It will be ready in seven hours,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b01Ta.wav,sadness,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b01Wa.wav,anger,What kind of bags are there under the table,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Ad.wav,anxiety/fear,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Ea.wav,disgust,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Fb.wav,happiness,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Na.wav,neutral,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Wa.wav,anger,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Wb.wav,anger,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Wd.wav,anger,They just carried it up and now they're going down again,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b03La.wav,boredom,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b03Ta.wav,sadness,I used to go home on the weekends and visit Agnes,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b09Ac.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b09Td.wav,sadness,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b09Wc.wav,anger,I want to take that away and then go have a drink with Karl,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b10Ac.wav,anxiety/fear,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b10Ld.wav,boredom,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\12b10Wa.wav,anger,It will be in the place where we always put it,male
datasources\EMO_DB\EMO_DB_DATA\wav\13a01Ac.wav,anxiety/fear,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a01Ea.wav,disgust,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a01Ec.wav,disgust,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a01Fd.wav,happiness,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a01Lb.wav,boredom,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a01Nb.wav,neutral,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a01Wb.wav,anger,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a02Ad.wav,anxiety/fear,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a02Ec.wav,disgust,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a02Fa.wav,happiness,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a02Lc.wav,boredom,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a02Nc.wav,neutral,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a02Ta.wav,sadness,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a02Wa.wav,anger,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a04Ac.wav,anxiety/fear,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a04Fc.wav,happiness,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a04Lb.wav,boredom,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a04Ta.wav,sadness,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a04Wc.wav,anger,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a05Aa.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a05Ea.wav,disgust,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a05Lc.wav,boredom,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a05Nb.wav,neutral,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a05Tc.wav,sadness,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a05Wa.wav,anger,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a05Wc.wav,anger,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a07Fd.wav,happiness,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a07Lb.wav,boredom,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a07Na.wav,neutral,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a07Tc.wav,sadness,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\13a07Wb.wav,anger,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b01Ab.wav,anxiety/fear,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b01Ec.wav,disgust,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b01Fc.wav,happiness,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b01Ld.wav,boredom,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b01Nc.wav,neutral,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b01Wa.wav,anger,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b02Fb.wav,happiness,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b02Lc.wav,boredom,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b02Nb.wav,neutral,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b02Wa.wav,anger,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b03Ac.wav,anxiety/fear,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b03Ed.wav,disgust,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b03Fd.wav,happiness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b03Lb.wav,boredom,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b03Na.wav,neutral,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b03Td.wav,sadness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b03Wc.wav,anger,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Ab.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Ec.wav,disgust,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Fb.wav,happiness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Fc.wav,happiness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09La.wav,boredom,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Na.wav,neutral,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Wa.wav,anger,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Ec.wav,disgust,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Fa.wav,happiness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10La.wav,boredom,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Nc.wav,neutral,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Wa.wav,anger,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Wc.wav,anger,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Aa.wav,anxiety/fear,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Ac.wav,anxiety/fear,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Ea.wav,disgust,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Na.wav,neutral,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Wa.wav,anger,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Wc.wav,anger,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Ab.wav,anxiety/fear,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Ea.wav,disgust,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Fd.wav,happiness,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02La.wav,boredom,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Nc.wav,neutral,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Tb.wav,sadness,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Wa.wav,anger,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Wc.wav,anger,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Aa.wav,anxiety/fear,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Ed.wav,disgust,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Lb.wav,boredom,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Tb.wav,sadness,I could tell him Tonight,female
